data,sanmenxia,huayuankou,jiahetan,longmen 
2004/4/7,59616000,59616000,62208000,50112000
2004/4/8,62208000,62208000,65664000,56505600
2004/4/9,63072000,63072000,64368000,38880000
2004/4/10,66528000,66528000,71280000,30844800
2004/4/11,65664000,65664000,76032000,38880000
2004/4/12,68256000,68256000,71020800,27475200
2004/4/13,66528000,66528000,72403200,48384000
2004/4/14,69120000,69120000,71280000,33004800
2004/4/15,69120000,69120000,67824000,44582400
2004/4/16,67392000,67392000,74476800,45100800
2004/4/17,71712000,71712000,75427200,58924800
2004/4/18,70848000,70848000,70848000,40780800
2004/4/19,65664000,65664000,73008000,52185600
2004/4/20,64368000,64368000,74131200,51667200
2004/4/21,64972800,64972800,75859200,42508800
2004/4/22,73440000,73440000,75168000,36115200
2004/4/23,71712000,71712000,75168000,57024000
2004/4/24,71712000,71712000,71280000,33696000
2004/4/25,67392000,67392000,72576000,37670400
2004/4/26,71712000,71712000,70416000,28512000
2004/4/27,72576000,72576000,68688000,23155200
2004/4/28,69984000,69984000,74736000,22291200
2004/4/29,69984000,69984000,71280000,20563200
2004/4/30,66960000,66960000,75340800,20131200
2004/5/1,69984000,69984000,71539200,19180800
2004/5/2,67392000,67392000,69984000,26092800
2004/5/3,66355200,66355200,73612800,26092800
2004/5/4,65836800,65836800,69120000,26784000
2004/5/5,63244800,63244800,64800000,25660800
2004/5/6,59616000,59616000,69984000,23673600
2004/5/7,62640000,62640000,71280000,21600000
2004/5/8,63244800,63244800,71280000,12441600
2004/5/9,61344000,61344000,71712000,13392000
2004/5/10,58320000,58320000,69984000,13305600
2004/5/11,57888000,57888000,75168000,13305600
2004/5/12,64800000,64800000,67219200,15984000
2004/5/13,60912000,60912000,64627200,12873600
2004/5/14,60480000,60480000,66960000,12873600
2004/5/15,61776000,61776000,65664000,16243200
2004/5/16,60480000,60480000,63676800,12614400
2004/5/17,62640000,62640000,57888000,26179200
2004/5/18,56160000,56160000,65232000,33955200
2004/5/19,61344000,61344000,65232000,23328000
2004/5/20,60480000,60480000,64800000,18144000
2004/5/21,58320000,58320000,65664000,28512000
2004/5/22,61776000,61776000,68083200,26956800
2004/5/23,60912000,60912000,73008000,18144000
2004/5/24,63504000,63504000,64627200,21168000
2004/5/25,61776000,61776000,61344000,19785600
2004/5/26,60998400,60998400,67392000,25574400
2004/5/27,65232000,65232000,65232000,24364800
2004/5/28,65232000,65232000,60307200,29980800
2004/5/29,57024000,57024000,61776000,55296000
2004/5/30,56160000,56160000,57456000,32227200
2004/5/31,52704000,52704000,60480000,38016000
2004/6/1,57024000,57024000,58320000,38966400
2004/6/2,49248000,49248000,64368000,24364800
2004/6/3,53568000,53568000,65664000,19872000
2004/6/4,57888000,57888000,73872000,25574400
2004/6/5,76032000,76032000,89856000,15292800
2004/6/6,86400000,86400000,75168000,17625600
2004/6/7,77760000,77760000,74304000,17107200
2004/6/8,81648000,81648000,84672000,19440000
2004/6/9,75168000,75168000,90720000,34560000
2004/6/10,86400000,86400000,82080000,31795200
2004/6/11,81216000,81216000,89856000,24710400
2004/6/12,86400000,86400000,97632000,30758400
2004/6/13,95040000,95040000,88128000,57715200
2004/6/14,96768000,96768000,97632000,53654400
2004/6/15,101952000,101952000,99360000,42336000
2004/6/16,95904000,95904000,107136000,58060800
2004/6/17,114048000,114048000,168480000,57024000
2004/6/18,207360000,207360000,193536000,44928000
2004/6/19,139968000,139968000,100224000,61516800
2004/6/20,69984000,69984000,177984000,29548800
2004/6/21,222912000,222912000,232416000,25401600
2004/6/22,233280000,233280000,221184000,39312000
2004/6/23,239328000,239328000,247104000,31536000
2004/6/24,232416000,232416000,235872000,53568000
2004/6/25,226368000,226368000,237600000,32054400
2004/6/26,216864000,216864000,216864000,28512000
2004/6/27,223776000,223776000,217728000,28166400
2004/6/28,226368000,226368000,211680000,22464000
2004/6/29,222048000,222048000,224640000,27648000
2004/6/30,172800000,172800000,64800000,14256000
2004/7/1,57888000,57888000,53568000,45360000
2004/7/2,53568000,53568000,60480000,49680000
2004/7/3,54432000,54432000,58320000,43200000
2004/7/4,55123200,55123200,54259200,17712000
2004/7/5,145152000,145152000,230688000,22032000
2004/7/6,216864000,216864000,240192000,104544000
2004/7/7,227232000,227232000,233280000,117504000
2004/7/8,227232000,227232000,236736000,95040000
2004/7/9,222912000,222912000,238464000,33004800
2004/7/10,233280000,233280000,237600000,34128000
2004/7/11,245376000,245376000,238464000,26352000
2004/7/12,253152000,253152000,243648000,21772800
2004/7/13,252288000,252288000,239328000,19008000
2004/7/14,231552000,231552000,122688000,14515200
2004/7/15,76032000,76032000,44928000,41904000
2004/7/16,51840000,51840000,46051200,24192000
2004/7/17,44928000,44928000,42336000,25920000
2004/7/18,42336000,42336000,58752000,19008000
2004/7/19,51840000,51840000,73440000,12528000
2004/7/20,57888000,57888000,58752000,12441600
2004/7/21,53568000,53568000,53568000,21859200
2004/7/22,55296000,55296000,55296000,18576000
2004/7/23,56160000,56160000,47520000,12873600
2004/7/24,48384000,48384000,61344000,9158400
2004/7/25,53568000,53568000,57888000,24624000
2004/7/26,49680000,49680000,50976000,11404800
2004/7/27,41040000,41040000,66528000,138240000
2004/7/28,71280000,71280000,75168000,49939200
2004/7/29,56592000,56592000,58752000,43459200
2004/7/30,57456000,57456000,87264000,51840000
2004/7/31,76464000,76464000,88128000,22204800
2004/8/1,79056000,79056000,98496000,41904000
2004/8/2,79056000,79056000,89856000,44668800
2004/8/3,75168000,75168000,81388800,36028800
2004/8/4,82080000,82080000,75600000,63676800
2004/8/5,75168000,75168000,78624000,48988800
2004/8/6,78192000,78192000,84931200,42508800
2004/8/7,78192000,78192000,78624000,43027200
2004/8/8,73440000,73440000,72144000,18748800
2004/8/9,61344000,61344000,74736000,14083200
2004/8/10,78624000,78624000,72748800,15984000
2004/8/11,76464000,76464000,65664000,35856000
2004/8/12,68256000,68256000,76204800,95040000
2004/8/13,71712000,71712000,72748800,120096000
2004/8/14,61776000,61776000,52272000,41040000
2004/8/15,51840000,51840000,45792000,33264000
2004/8/16,48384000,48384000,68688000,30240000
2004/8/17,74304000,74304000,80352000,30240000
2004/8/18,84240000,84240000,91584000,38102400
2004/8/19,88992000,88992000,89856000,38534400
2004/8/20,86400000,86400000,76464000,35164800
2004/8/21,73008000,73008000,83808000,75168000
2004/8/22,73872000,73872000,79488000,70848000
2004/8/23,73008000,73008000,67824000,84672000
2004/8/24,159840000,159840000,260928000,79488000
2004/8/25,309312000,309312000,209088000,35164800
2004/8/26,86400000,86400000,165888000,79488000
2004/8/27,224640000,224640000,192672000,58924800
2004/8/28,185760000,185760000,186624000,65404800
2004/8/29,198720000,198720000,202176000,99360000
2004/8/30,203040000,203040000,190080000,112320000
2004/8/31,186624000,186624000,92448000,102816000
2004/9/1,59616000,59616000,43200000,108864000
2004/9/2,32832000,32832000,34128000,61948800
2004/9/3,31104000,31104000,53740800,47088000
2004/9/4,33264000,33264000,36720000,51926400
2004/9/5,25920000,25920000,41472000,43200000
2004/9/6,29376000,29376000,35424000,49248000
2004/9/7,27648000,27648000,31104000,33091200
2004/9/8,25056000,25056000,33868800,51580800
2004/9/9,29808000,29808000,32572800,65318400
2004/9/10,28512000,28512000,28080000,41040000
2004/9/11,22896000,22896000,27475200,60307200
2004/9/12,24192000,24192000,31536000,69552000
2004/9/13,25488000,25488000,28252800,57024000
2004/9/14,23760000,23760000,28684800,57283200
2004/9/15,23673600,23673600,28252800,30240000
2004/9/16,23328000,23328000,27388800,56160000
2004/9/17,22896000,22896000,27820800,35596800
2004/9/18,26352000,26352000,29808000,45360000
2004/9/19,26784000,26784000,44928000,37843200
2004/9/20,34560000,34560000,53568000,62208000
2004/9/21,38880000,38880000,38448000,62640000
2004/9/22,34992000,34992000,36460800,83376000
2004/9/23,32400000,32400000,36460800,83376000
2004/9/24,32400000,32400000,35164800,85449600
2004/9/25,31104000,31104000,31536000,82944000
2004/9/26,28944000,28944000,29376000,69379200
2004/9/27,27648000,27648000,27216000,73440000
2004/9/28,26956800,26956800,26265600,74304000
2004/9/29,26784000,26784000,27388800,66528000
2004/9/30,26784000,26784000,28080000,70848000
2004/10/1,28252800,28252800,31536000,52704000
2004/10/2,28944000,28944000,30931200,57888000
2004/10/3,28512000,28512000,38880000,31968000
2004/10/4,30240000,30240000,36720000,34560000
2004/10/5,30672000,30672000,40608000,34560000
2004/10/6,33004800,33004800,40003200,31104000
2004/10/7,36288000,36288000,42768000,38880000
2004/10/8,37152000,37152000,35424000,41040000
2004/10/9,29808000,29808000,27216000,39052800
2004/10/10,29376000,29376000,26784000,34905600
2004/10/11,28080000,28080000,25488000,36979200
2004/10/12,28080000,28080000,25488000,40176000
2004/10/13,27648000,27648000,25056000,40003200
2004/10/14,27302400,27302400,25056000,36720000
2004/10/15,27302400,27302400,25488000,34387200
2004/10/16,25488000,25488000,24624000,31968000
2004/10/17,25488000,25488000,23328000,39139200
2004/10/18,25488000,25488000,25056000,43632000
2004/10/19,25056000,25056000,26352000,37152000
2004/10/20,25488000,25488000,26784000,35856000
2004/10/21,25747200,25747200,28339200,24192000
2004/10/22,25833600,25833600,27043200,32659200
2004/10/23,25920000,25920000,25056000,27648000
2004/10/24,25228800,25228800,23587200,28944000
2004/10/25,25056000,25056000,29635200,30412800
2004/10/26,27216000,27216000,26784000,26784000
2004/10/27,27302400,27302400,26352000,38016000
2004/10/28,27216000,27216000,25920000,38448000
2004/10/29,28339200,28339200,40608000,23155200
2004/10/30,37152000,37152000,43459200,17712000
2004/10/31,38448000,38448000,47952000,43200000
2004/11/1,41904000,41904000,43027200,38880000
2004/11/2,38188800,38188800,34819200,41817600
2004/11/3,31968000,31968000,29376000,37584000
2004/11/4,27648000,27648000,30672000,36720000
2004/11/5,27648000,27648000,32400000,39312000
2004/11/6,30412800,30412800,26784000,31104000
2004/11/7,28944000,28944000,25920000,39744000
2004/11/8,27648000,27648000,24451200,35856000
2004/11/9,23673600,23673600,31104000,31104000
2004/11/10,28339200,28339200,29635200,15120000
2004/11/11,27907200,27907200,24192000,15465600
2004/11/12,27648000,27648000,23846400,21600000
2004/11/13,24796800,24796800,23846400,18835200
2004/11/14,23760000,23760000,25488000,30672000
2004/11/15,23760000,23760000,25056000,29376000
2004/11/16,24624000,24624000,24019200,32832000
2004/11/17,27216000,27216000,24019200,35856000
2004/11/18,26611200,26611200,23328000,32400000
2004/11/19,24624000,24624000,23328000,31104000
2004/11/20,24624000,24624000,24192000,33264000
2004/11/21,24624000,24624000,26265600,32832000
2004/11/22,25056000,25056000,23932800,34128000
2004/11/23,22809600,22809600,24364800,39744000
2004/11/24,22032000,22032000,28512000,31104000
2004/11/25,25056000,25056000,29376000,30672000
2004/11/26,25920000,25920000,26784000,45360000
2004/11/27,26352000,26352000,31104000,77760000
2004/11/28,27648000,27648000,28339200,101088000
2004/11/29,25920000,25920000,30758400,95040000
2004/11/30,26092800,26092800,32745600,100224000
2004/12/1,26784000,26784000,32745600,64800000
2004/12/2,27648000,27648000,30412800,76896000
2004/12/3,30672000,30672000,33523200,72144000
2004/12/4,30672000,30672000,36288000,72403200
2004/12/5,31536000,31536000,42336000,58579200
2004/12/6,32832000,32832000,40089600,54432000
2004/12/7,34992000,34992000,38707200,54432000
2004/12/8,33264000,33264000,36460800,52704000
2004/12/9,33264000,33264000,36028800,44496000
2004/12/10,33696000,33696000,37929600,49248000
2004/12/11,36288000,36288000,37238400,49680000
2004/12/12,35856000,35856000,40608000,80352000
2004/12/13,38448000,38448000,34387200,41472000
2004/12/14,34560000,34560000,36288000,56592000
2004/12/15,34128000,34128000,36979200,58752000
2004/12/16,35769600,35769600,36115200,60480000
2004/12/17,36288000,36288000,39052800,57196800
2004/12/18,37843200,37843200,38534400,39744000
2004/12/19,36374400,36374400,35510400,45360000
2004/12/20,31449600,31449600,38534400,27043200
2004/12/21,33350400,33350400,35942400,29808000
2004/12/22,36288000,36288000,41126400,49680000
2004/12/23,41472000,41472000,36288000,34128000
2004/12/24,35164800,35164800,40608000,61344000
2004/12/25,29635200,29635200,42163200,55728000
2004/12/26,31968000,31968000,38966400,47520000
2004/12/27,36288000,36288000,37497600,48211200
2004/12/28,34992000,34992000,37843200,50716800
2004/12/29,33696000,33696000,38448000,52012800
2004/12/30,36288000,36288000,40608000,27648000
2004/12/31,38448000,38448000,39398400,34560000
2005/1/1,38448000,38448000,38448000,22636800
2005/1/2,37152000,37152000,36547200,17971200
2005/1/3,32832000,32832000,32486400,13392000
2005/1/4,28512000,28512000,30931200,16588800
2005/1/5,26784000,26784000,32486400,8406720
2005/1/6,26784000,26784000,33177600,10195200
2005/1/7,27216000,27216000,33264000,8536320
2005/1/8,31536000,31536000,33523200,7603200
2005/1/9,31968000,31968000,34214400,9158400
2005/1/10,31968000,31968000,31449600,12528000
2005/1/11,31968000,31968000,31449600,11664000
2005/1/12,31968000,31968000,32572800,9936000
2005/1/13,31536000,31536000,31449600,8812800
2005/1/14,31104000,31104000,29980800,26784000
2005/1/15,30240000,30240000,30153600,14860800
2005/1/16,30240000,30240000,31708800,10022400
2005/1/17,30240000,30240000,32486400,10454400
2005/1/18,30672000,30672000,33523200,18835200
2005/1/19,31104000,31104000,31622400,20995200
2005/1/20,29980800,29980800,30585600,24019200
2005/1/21,28080000,28080000,30585600,21600000
2005/1/22,28080000,28080000,28339200,20044800
2005/1/23,25920000,25920000,26956800,18144000
2005/1/24,25056000,25056000,27820800,16588800
2005/1/25,24192000,24192000,27993600,15292800
2005/1/26,25056000,25056000,28598400,19440000
2005/1/27,27216000,27216000,28080000,22118400
2005/1/28,27475200,27475200,28425600,22464000
2005/1/29,27820800,27820800,27907200,19872000
2005/1/30,27820800,27820800,27820800,15120000
2005/1/31,25747200,25747200,27043200,11577600
2005/2/1,25056000,25056000,26697600,10627200
2005/2/2,25056000,25056000,23414400,9590400
2005/2/3,25056000,25056000,23500800,21600000
2005/2/4,22118400,22118400,25574400,15552000
2005/2/5,22896000,22896000,25401600,14342400
2005/2/6,25920000,25920000,27475200,18748800
2005/2/7,29030400,29030400,28944000,30240000
2005/2/8,27388800,27388800,27734400,39744000
2005/2/9,25488000,25488000,27734400,29376000
2005/2/10,24883200,24883200,28252800,34128000
2005/2/11,24624000,24624000,27734400,20736000
2005/2/12,24019200,24019200,28252800,36979200
2005/2/13,23328000,23328000,28512000,30844800
2005/2/14,24883200,24883200,28512000,43200000
2005/2/15,24019200,24019200,27907200,49680000
2005/2/16,24019200,24019200,28512000,58320000
2005/2/17,24624000,24624000,28512000,43113600
2005/2/18,25488000,25488000,28771200,62812800
2005/2/19,26352000,26352000,28166400,50112000
2005/2/20,26956800,26956800,28771200,52012800
2005/2/21,23155200,23155200,29030400,57888000
2005/2/22,24537600,24537600,26092800,44928000
2005/2/23,23760000,23760000,24624000,49248000
2005/2/24,21945600,21945600,24364800,53395200
2005/2/25,21600000,21600000,22550400,56160000
2005/2/26,21600000,21600000,22377600,59616000
2005/2/27,21168000,21168000,22550400,57715200
2005/2/28,20563200,20563200,22291200,55728000
2005/3/1,19440000,19440000,22550400,49248000
2005/3/2,19008000,19008000,23155200,51408000
2005/3/3,25056000,25056000,45792000,47088000
2005/3/4,43459200,43459200,51408000,44496000
2005/3/5,50976000,50976000,48556800,43632000
2005/3/6,44496000,44496000,50112000,38016000
2005/3/7,44496000,44496000,56419200,37411200
2005/3/8,46656000,46656000,55468800,36720000
2005/3/9,46656000,46656000,57283200,38275200
2005/3/10,46656000,46656000,52704000,34560000
2005/3/11,44064000,44064000,52704000,39312000
2005/3/12,44064000,44064000,51840000,35424000
2005/3/13,36288000,36288000,56678400,31536000
2005/3/14,43200000,43200000,48816000,27648000
2005/3/15,36288000,36288000,44496000,49852800
2005/3/16,36720000,36720000,55123200,52012800
2005/3/17,39744000,39744000,50976000,47692800
2005/3/18,46656000,46656000,47952000,76896000
2005/3/19,42768000,42768000,50371200,57456000
2005/3/20,40176000,40176000,59270400,53136000
2005/3/21,47260800,47260800,58320000,53136000
2005/3/22,48816000,48816000,60998400,59184000
2005/3/23,50976000,50976000,60480000,139968000
2005/3/24,57456000,57456000,61344000,146880000
2005/3/25,59616000,59616000,58752000,95904000
2005/3/26,59616000,59616000,57024000,112320000
2005/3/27,59184000,59184000,60480000,127008000
2005/3/28,55728000,55728000,56246400,66096000
2005/3/29,50544000,50544000,59616000,51408000
2005/3/30,55728000,55728000,62899200,58320000
2005/3/31,57888000,57888000,57024000,109728000
2005/4/1,51840000,51840000,53568000,105408000
2005/4/2,51148800,51148800,60480000,120960000
2005/4/3,54950400,54950400,60480000,125280000
2005/4/4,57024000,57024000,62899200,153792000
2005/4/5,70588800,70588800,63504000,130464000
2005/4/6,66960000,66960000,63504000,121824000
2005/4/7,64800000,64800000,59443200,102816000
2005/4/8,60048000,60048000,64368000,81216000
2005/4/9,66960000,66960000,68515200,56160000
2005/4/10,63072000,63072000,59616000,56332800
2005/4/11,60912000,60912000,61776000,51667200
2005/4/12,59616000,59616000,61344000,45792000
2005/4/13,62640000,62640000,61344000,55123200
2005/4/14,67392000,67392000,68688000,52444800
2005/4/15,64800000,64800000,70502400,54172800
2005/4/16,66528000,66528000,70156800,51235200
2005/4/17,67392000,67392000,72576000,58320000
2005/4/18,67824000,67824000,70848000,54864000
2005/4/19,66528000,66528000,70848000,58320000
2005/4/20,67824000,67824000,71712000,36979200
2005/4/21,72576000,72576000,81648000,55036800
2005/4/22,78192000,78192000,92448000,48556800
2005/4/23,81648000,81648000,88128000,49161600
2005/4/24,83376000,83376000,82080000,46656000
2005/4/25,76032000,76032000,86400000,56160000
2005/4/26,85968000,85968000,100224000,87264000
2005/4/27,88128000,88128000,86400000,78192000
2005/4/28,88128000,88128000,86400000,78192000
2005/4/29,85968000,85968000,94176000,76032000
2005/4/30,85536000,85536000,86400000,60912000
2005/5/1,80352000,80352000,89856000,46656000
2005/5/2,83808000,83808000,88992000,63072000
2005/5/3,82080000,82080000,86400000,53568000
2005/5/4,79920000,79920000,89856000,41472000
2005/5/5,81388800,81388800,86400000,29376000
2005/5/6,82080000,82080000,96768000,24883200
2005/5/7,83462400,83462400,96768000,38880000
2005/5/8,90720000,90720000,93312000,30672000
2005/5/9,96768000,96768000,93312000,55296000
2005/5/10,93312000,93312000,94176000,69120000
2005/5/11,90720000,90720000,89856000,45792000
2005/5/12,88128000,88128000,90720000,26784000
2005/5/13,86400000,86400000,84240000,31968000
2005/5/14,85536000,85536000,91584000,45360000
2005/5/15,90720000,90720000,93312000,24624000
2005/5/16,88992000,88992000,92448000,26438400
2005/5/17,76464000,76464000,76896000,20908800
2005/5/18,74304000,74304000,76032000,24624000
2005/5/19,71712000,71712000,82944000,22464000
2005/5/20,72576000,72576000,77328000,24278400
2005/5/21,72144000,72144000,78192000,26956800
2005/5/22,76032000,76032000,82080000,31795200
2005/5/23,74304000,74304000,81648000,39571200
2005/5/24,75168000,75168000,82080000,34732800
2005/5/25,75600000,75600000,92448000,62208000
2005/5/26,87264000,87264000,99360000,60048000
2005/5/27,100224000,100224000,105408000,75859200
2005/5/28,101952000,101952000,118368000,60048000
2005/5/29,102816000,102816000,110592000,51408000
2005/5/30,101952000,101952000,106272000,26524800
2005/5/31,99360000,99360000,114048000,31968000
2005/6/1,102816000,102816000,104544000,51408000
2005/6/2,99360000,99360000,97632000,34560000
2005/6/3,97632000,97632000,112320000,28944000
2005/6/4,108000000,108000000,117504000,47088000
2005/6/5,120960000,120960000,117504000,23760000
2005/6/6,121824000,121824000,119232000,49680000
2005/6/7,125280000,125280000,124416000,44064000
2005/6/8,120960000,120960000,137376000,57456000
2005/6/9,125280000,125280000,146016000,72576000
2005/6/10,127008000,127008000,136512000,26784000
2005/6/11,125280000,125280000,156384000,41904000
2005/6/12,187488000,187488000,216864000,42336000
2005/6/13,222912000,222912000,233280000,28512000
2005/6/14,258336000,258336000,290304000,44236800
2005/6/15,281664000,281664000,295488000,34560000
2005/6/16,272160000,272160000,302400000,36288000
2005/6/17,285120000,285120000,285120000,39744000
2005/6/18,290304000,290304000,287712000,25920000
2005/6/19,292896000,292896000,287712000,32832000
2005/6/20,300672000,300672000,299808000,63936000
2005/6/21,309312000,309312000,319680000,41472000
2005/6/22,318816000,318816000,323136000,60307200
2005/6/23,326592000,326592000,321408000,63072000
2005/6/24,319680000,319680000,321408000,39916800
2005/6/25,311040000,311040000,306720000,68688000
2005/6/26,321408000,321408000,322272000,55296000
2005/6/27,315360000,315360000,320544000,37152000
2005/6/28,314496000,314496000,313632000,28684800
2005/6/29,228960000,228960000,171072000,34560000
2005/6/30,131328000,131328000,96768000,28512000
2005/7/1,72144000,72144000,88128000,26784000
2005/7/2,82080000,82080000,96768000,43200000
2005/7/3,95040000,95040000,120096000,29808000
2005/7/4,108864000,108864000,106272000,26352000
2005/7/5,100224000,100224000,96768000,25056000
2005/7/6,77760000,77760000,72576000,31104000
2005/7/7,63936000,63936000,67392000,25056000
2005/7/8,61344000,61344000,59616000,32832000
2005/7/9,51408000,51408000,63936000,38880000
2005/7/10,51408000,51408000,43200000,24624000
2005/7/11,45792000,45792000,50976000,26784000
2005/7/12,48384000,48384000,50284800,25228800
2005/7/13,47952000,47952000,47088000,24364800
2005/7/14,45792000,45792000,45964800,21600000
2005/7/15,44928000,44928000,48124800,18576000
2005/7/16,41040000,41040000,44064000,31968000
2005/7/17,39312000,39312000,51062400,32400000
2005/7/18,42768000,42768000,43632000,48211200
2005/7/19,47606400,47606400,45360000,31968000
2005/7/20,44928000,44928000,40435200,82080000
2005/7/21,43200000,43200000,35683200,108864000
2005/7/22,38880000,38880000,39744000,114912000
2005/7/23,40608000,40608000,50112000,125280000
2005/7/24,43200000,43200000,36720000,117504000
2005/7/25,37584000,37584000,103680000,127872000
2005/7/26,149472000,149472000,128736000,119232000
2005/7/27,142560000,142560000,127008000,96768000
2005/7/28,129600000,129600000,124416000,63072000
2005/7/29,117504000,117504000,133056000,157248000
2005/7/30,131328000,131328000,142560000,96768000
2005/7/31,98496000,98496000,104544000,77760000
2005/8/1,98496000,98496000,114048000,152064000
2005/8/2,90720000,90720000,124416000,82080000
2005/8/3,118368000,118368000,102816000,59616000
2005/8/4,116640000,116640000,177984000,53568000
2005/8/5,177120000,177120000,151200000,56160000
2005/8/6,169344000,169344000,166752000,33523200
2005/8/7,171936000,171936000,133920000,49939200
2005/8/8,100224000,100224000,86400000,46224000
2005/8/9,76896000,76896000,64800000,73440000
2005/8/10,65232000,65232000,63936000,98496000
2005/8/11,63936000,63936000,60480000,53568000
2005/8/12,57888000,57888000,59616000,82080000
2005/8/13,58752000,58752000,63936000,67392000
2005/8/14,57888000,57888000,57888000,103680000
2005/8/15,56160000,56160000,71712000,84240000
2005/8/16,58320000,58320000,68688000,69120000
2005/8/17,60480000,60480000,62208000,38880000
2005/8/18,59184000,59184000,63936000,103680000
2005/8/19,60480000,60480000,54000000,90720000
2005/8/20,50112000,50112000,58752000,95040000
2005/8/21,50976000,50976000,50112000,57024000
2005/8/22,49248000,49248000,58752000,63072000
2005/8/23,48816000,48816000,73440000,60912000
2005/8/24,60480000,60480000,60480000,31968000
2005/8/25,54864000,54864000,45100800,52272000
2005/8/26,51494400,51494400,50112000,187488000
2005/8/27,51408000,51408000,54432000,68256000
2005/8/28,54000000,54000000,54432000,74304000
2005/8/29,57888000,57888000,53568000,84240000
2005/8/30,56160000,56160000,57024000,66528000
2005/8/31,60048000,60048000,58492800,170208000
2005/9/1,60480000,60480000,55728000,101088000
2005/9/2,57024000,57024000,57024000,73440000
2005/9/3,64800000,64800000,114912000,63936000
2005/9/4,106272000,106272000,98496000,68256000
2005/9/5,132192000,132192000,103680000,75168000
2005/9/6,127872000,127872000,137376000,69120000
2005/9/7,133056000,133056000,133920000,72576000
2005/9/8,133056000,133056000,120960000,57888000
2005/9/9,90720000,90720000,73440000,66528000
2005/9/10,53568000,53568000,64800000,60480000
2005/9/11,50112000,50112000,69984000,47520000
2005/9/12,50976000,50976000,51840000,95040000
2005/9/13,42336000,42336000,44928000,85104000
2005/9/14,41040000,41040000,41040000,127008000
2005/9/15,41731200,41731200,56160000,112320000
2005/9/16,45792000,45792000,52704000,124416000
2005/9/17,44928000,44928000,45360000,101952000
2005/9/18,42681600,42681600,50976000,107136000
2005/9/19,41990400,41990400,39744000,124416000
2005/9/20,41472000,41472000,50976000,111456000
2005/9/21,46656000,46656000,48384000,108864000
2005/9/22,48384000,48384000,55296000,278208000
2005/9/23,54000000,54000000,50976000,126144000
2005/9/24,54000000,54000000,53568000,86400000
2005/9/25,48384000,48384000,62208000,105408000
2005/9/26,84672000,84672000,38188800,54864000
2005/9/27,108000000,108000000,42336000,74304000
2005/9/28,67392000,67392000,42508800,63936000
2005/9/29,64800000,64800000,51840000,63072000
2005/9/30,51840000,51840000,60048000,59616000
2005/10/1,57456000,57456000,66960000,63072000
2005/10/2,65664000,65664000,56332800,45792000
2005/10/3,51840000,51840000,54432000,47520000
2005/10/4,50976000,50976000,51840000,64800000
2005/10/5,54000000,54000000,63072000,41040000
2005/10/6,56160000,56160000,58752000,40608000
2005/10/7,55296000,55296000,60480000,44928000
2005/10/8,50976000,50976000,61344000,66528000
2005/10/9,50976000,50976000,62208000,60480000
2005/10/10,53568000,53568000,57888000,36806400
2005/10/11,50976000,50976000,51840000,33696000
2005/10/12,50112000,50112000,50112000,60480000
2005/10/13,49248000,49248000,52704000,31968000
2005/10/14,51408000,51408000,50112000,34992000
2005/10/15,49248000,49248000,54432000,35424000
2005/10/16,50112000,50112000,53568000,41644800
2005/10/17,56160000,56160000,45360000,34560000
2005/10/18,50112000,50112000,38016000,29548800
2005/10/19,45792000,45792000,34560000,41472000
2005/10/20,42336000,42336000,41472000,24019200
2005/10/21,41472000,41472000,43200000,34992000
2005/10/22,43200000,43200000,52704000,31968000
2005/10/23,44064000,44064000,44928000,24364800
2005/10/24,39744000,39744000,41472000,41472000
2005/10/25,39744000,39744000,56160000,29376000
2005/10/26,44064000,44064000,56160000,26784000
2005/10/27,46656000,46656000,45792000,31968000
2005/10/28,41040000,41040000,41472000,28512000
2005/10/29,36288000,36288000,36288000,26611200
2005/10/30,32832000,32832000,41904000,30931200
2005/10/31,34560000,34560000,36288000,34128000
2005/11/1,33264000,33264000,38448000,27216000
2005/11/2,34560000,34560000,34560000,26956800
2005/11/3,31968000,31968000,38016000,22896000
2005/11/4,33264000,33264000,38448000,28512000
2005/11/5,33264000,33264000,40608000,28080000
2005/11/6,35164800,35164800,38016000,27475200
2005/11/7,34560000,34560000,38534400,19440000
2005/11/8,35424000,35424000,39916800,27043200
2005/11/9,38448000,38448000,39744000,24192000
2005/11/10,40176000,40176000,39744000,30412800
2005/11/11,41040000,41040000,38275200,28944000
2005/11/12,36720000,36720000,35856000,22896000
2005/11/13,36720000,36720000,37152000,36460800
2005/11/14,36720000,36720000,37152000,42336000
2005/11/15,38016000,38016000,30672000,31968000
2005/11/16,34128000,34128000,31536000,34732800
2005/11/17,29376000,29376000,31536000,33264000
2005/11/18,29808000,29808000,35856000,30931200
2005/11/19,35424000,35424000,37584000,32486400
2005/11/20,36720000,36720000,40608000,24883200
2005/11/21,36720000,36720000,37584000,21600000
2005/11/22,36720000,36720000,38016000,24192000
2005/11/23,37584000,37584000,37152000,24192000
2005/11/24,36115200,36115200,53568000,22896000
2005/11/25,44064000,44064000,51840000,19872000
2005/11/26,42768000,42768000,44496000,51840000
2005/11/27,40176000,40176000,50112000,44064000
2005/11/28,41299200,41299200,37152000,52704000
2005/11/29,33696000,33696000,47520000,31104000
2005/11/30,37152000,37152000,42336000,57456000
2005/12/1,35424000,35424000,42854400,52704000
2005/12/2,35856000,35856000,38880000,50544000
2005/12/3,35424000,35424000,39312000,48384000
2005/12/4,35424000,35424000,37584000,49248000
