data,sanmenxia,huayuankou,jiahetan,longmen 
2012/10/22,55296000,55296000,46656000,85104000
2012/10/23,55296000,55296000,46310400,78019200
2012/10/24,53568000,53568000,45792000,60566400
2012/10/25,49680000,49680000,47260800,46396800
2012/10/26,51840000,51840000,50198400,61862400
2012/10/27,52704000,52704000,47520000,59529600
2012/10/28,43200000,43200000,48729600,79574400
2012/10/29,42768000,42768000,47520000,91584000
2012/10/30,42768000,42768000,50889600,76204800
2012/10/31,43632000,43632000,50889600,88992000
2012/11/1,41472000,41472000,50889600,82339200
2012/11/2,42336000,42336000,48384000,78710400
2012/11/3,41472000,41472000,47520000,54259200
2012/11/4,39744000,39744000,46915200,92448000
2012/11/5,38880000,38880000,46915200,56332800
2012/11/6,38448000,38448000,43632000,63158400
2012/11/7,38880000,38880000,38880000,57888000
2012/11/8,38448000,38448000,33696000,73180800
2012/11/9,37152000,37152000,41472000,63244800
2012/11/10,39312000,39312000,49248000,67478400
2012/11/11,41904000,41904000,28944000,68256000
2012/11/12,36720000,36720000,38880000,25920000
2012/11/13,38448000,38448000,60480000,50457600
2012/11/14,69120000,69120000,86400000,40694400
2012/11/15,70848000,70848000,69120000,36806400
2012/11/16,57024000,57024000,53308800,43027200
2012/11/17,50112000,50112000,57024000,91584000
2012/11/18,54432000,54432000,54086400,82080000
2012/11/19,50544000,50544000,57456000,101952000
2012/11/20,51840000,51840000,78364800,67824000
2012/11/21,85536000,85536000,95040000,39657600
2012/11/22,91584000,91584000,99360000,24883200
2012/11/23,86400000,86400000,68428800,97632000
2012/11/24,69984000,69984000,101952000,66355200
2012/11/25,100224000,100224000,125280000,46569600
2012/11/26,119232000,119232000,104544000,52272000
2012/11/27,104544000,104544000,105408000,80352000
2012/11/28,110592000,110592000,110592000,63763200
2012/11/29,108864000,108864000,107136000,48297600
2012/11/30,106272000,106272000,109728000,51494400
2012/12/1,108000000,108000000,110592000,112320000
2012/12/2,115776000,115776000,103680000,79401600
2012/12/3,116640000,116640000,102816000,82598400
2012/12/4,120096000,120096000,121824000,58320000
2012/12/5,114912000,114912000,112320000,44582400
2012/12/6,107136000,107136000,114048000,36460800
2012/12/7,107136000,107136000,97632000,50630400
2012/12/8,76896000,76896000,82080000,31190400
2012/12/9,71712000,71712000,82080000,19958400
2012/12/10,71280000,71280000,87264000,21859200
2012/12/11,71280000,71280000,76464000,20390400
2012/12/12,70848000,70848000,76896000,15984000
2012/12/13,67392000,67392000,75168000,16502400
2012/12/14,71712000,71712000,79056000,47520000
2012/12/15,71280000,71280000,75340800,34992000
2012/12/16,72576000,72576000,74304000,24192000
2012/12/17,74304000,74304000,74304000,19872000
2012/12/18,71712000,71712000,77760000,31881600
2012/12/19,75168000,75168000,76723200,27043200
2012/12/20,72576000,72576000,72835200,24969600
2012/12/21,68256000,68256000,65491200,25228800
2012/12/22,63936000,63936000,64627200,16329600
2012/12/23,63936000,63936000,59184000,39657600
2012/12/24,65664000,65664000,61344000,29635200
2012/12/25,64800000,64800000,67392000,21772800
2012/12/26,64800000,64800000,67392000,19958400
2012/12/27,61776000,61776000,64627200,23500800
2012/12/28,67392000,67392000,66182400,21168000
2012/12/29,62208000,62208000,64368000,39484800
2012/12/30,66528000,66528000,75168000,41040000
2012/12/31,76896000,76896000,91584000,49680000
2013/1/1,81216000,81216000,77587200,44150400
2013/1/2,72576000,72576000,78019200,37670400
2013/1/3,65664000,65664000,71193600,33609600
2013/1/4,60912000,60912000,60134400,34560000
2013/1/5,63504000,63504000,61603200,53222400
2013/1/6,53568000,53568000,53222400,33782400
2013/1/7,55296000,55296000,62208000,31017600
2013/1/8,57024000,57024000,56851200,57715200
2013/1/9,49248000,49248000,57542400,46224000
2013/1/10,50976000,50976000,60652800,43372800
2013/1/11,58752000,58752000,66096000,33004800
2013/1/12,57024000,57024000,58579200,38966400
2013/1/13,50112000,50112000,64454400,44755200
2013/1/14,54432000,54432000,67651200,37584000
2013/1/15,58320000,58320000,67392000,38534400
2013/1/16,61171200,61171200,61776000,33868800
2013/1/17,51840000,51840000,66182400,44496000
2013/1/18,55296000,55296000,66960000,47779200
2013/1/19,50976000,50976000,69120000,40262400
2013/1/20,59184000,59184000,63504000,47088000
2013/1/21,55296000,55296000,46656000,44755200
2013/1/22,50976000,50976000,42336000,38275200
2013/1/23,44064000,44064000,44496000,50457600
2013/1/24,44064000,44064000,48556800,48211200
2013/1/25,47520000,47520000,48556800,45964800
2013/1/26,48816000,48816000,45792000,35596800
2013/1/27,50544000,50544000,46656000,37584000
2013/1/28,50544000,50544000,47347200,29289600
2013/1/29,49680000,49680000,48124800,54345600
2013/1/30,49680000,49680000,47347200,49075200
2013/1/31,47520000,47520000,45964800,44755200
2013/2/1,48384000,48384000,48643200,50457600
2013/2/2,45792000,45792000,59356800,44755200
2013/2/3,54000000,54000000,77760000,45014400
2013/2/4,63504000,63504000,64368000,51148800
2013/2/5,66528000,66528000,62640000,41904000
2013/2/6,67392000,67392000,59616000,44409600
2013/2/7,69120000,69120000,66528000,69120000
2013/2/8,77760000,77760000,67392000,58320000
2013/2/9,78624000,78624000,59616000,44755200
2013/2/10,69984000,69984000,58752000,58320000
2013/2/11,65664000,65664000,67392000,60048000
2013/2/12,76896000,76896000,66009600,50544000
2013/2/13,75600000,75600000,64800000,52099200
2013/2/14,69984000,69984000,64800000,44323200
2013/2/15,73008000,73008000,62640000,45273600
2013/2/16,75600000,75600000,66096000,43372800
2013/2/17,74304000,74304000,61344000,42163200
2013/2/18,70416000,70416000,54000000,38880000
2013/2/19,67392000,67392000,53568000,33696000
2013/2/20,67392000,67392000,50112000,38016000
2013/2/21,64800000,64800000,51840000,45964800
2013/2/22,69120000,69120000,60480000,54518400
2013/2/23,63504000,63504000,69984000,47001600
2013/2/24,72144000,72144000,65664000,51494400
2013/2/25,61344000,61344000,64800000,52012800
2013/2/26,61776000,61776000,65664000,50025600
2013/2/27,62208000,62208000,59616000,65232000
2013/2/28,56160000,56160000,59616000,52963200
2013/3/1,58752000,58752000,57024000,82252800
2013/3/2,56592000,56592000,67824000,74476800
2013/3/3,65664000,65664000,66960000,50025600
2013/3/4,62208000,62208000,66096000,74649600
2013/3/5,62640000,62640000,64800000,68083200
2013/3/6,57196800,57196800,69120000,60739200
2013/3/7,62640000,62640000,70848000,73353600
2013/3/8,69120000,69120000,79920000,74217600
2013/3/9,80784000,80784000,79056000,60739200
2013/3/10,65750400,65750400,81388800,73699200
2013/3/11,74304000,74304000,81388800,94176000
2013/3/12,70675200,70675200,78019200,91584000
2013/3/13,68169600,68169600,80352000,86400000
2013/3/14,69120000,69120000,86400000,69120000
2013/3/15,74304000,74304000,83980800,89856000
2013/3/16,88992000,88992000,79920000,100224000
2013/3/17,84240000,84240000,81648000,79401600
2013/3/18,82512000,82512000,85795200,111456000
2013/3/19,83376000,83376000,81820800,117504000
2013/3/20,73872000,73872000,85968000,108864000
2013/3/21,78624000,78624000,79574400,139104000
2013/3/22,70156800,70156800,81820800,148608000
2013/3/23,84240000,84240000,90720000,127008000
2013/3/24,85968000,85968000,95040000,149472000
2013/3/25,93312000,93312000,92448000,151200000
2013/3/26,90720000,90720000,91584000,108000000
2013/3/27,91584000,91584000,93312000,80352000
2013/3/28,82512000,82512000,97632000,35856000
2013/3/29,87264000,87264000,88992000,49420800
2013/3/30,85536000,85536000,89856000,27561600
2013/3/31,85536000,85536000,95904000,31536000
2013/4/1,93312000,93312000,95040000,86400000
2013/4/2,91584000,91584000,92448000,90720000
2013/4/3,88992000,88992000,93312000,42422400
2013/4/4,93312000,93312000,91584000,59702400
2013/4/5,89856000,89856000,91584000,47779200
2013/4/6,92448000,92448000,88128000,73785600
2013/4/7,94176000,94176000,87264000,56678400
2013/4/8,93312000,93312000,99360000,65491200
2013/4/9,91584000,91584000,101952000,112320000
2013/4/10,88128000,88128000,101952000,73526400
2013/4/11,89856000,89856000,104544000,61344000
2013/4/12,94176000,94176000,105408000,85708800
2013/4/13,96768000,96768000,108000000,58665600
2013/4/14,92448000,92448000,103680000,67824000
2013/4/15,93312000,93312000,107136000,30672000
2013/4/16,91584000,91584000,105408000,35251200
2013/4/17,92448000,92448000,105408000,67996800
2013/4/18,90720000,90720000,112320000,28598400
2013/4/19,96768000,96768000,108000000,56246400
2013/4/20,101952000,101952000,108000000,58579200
2013/4/21,99360000,99360000,108864000,60220800
2013/4/22,95040000,95040000,99360000,41385600
2013/4/23,88992000,88992000,101952000,75254400
2013/4/24,94176000,94176000,95040000,52704000
2013/4/25,89856000,89856000,103680000,44496000
2013/4/26,94176000,94176000,103680000,58752000
2013/4/27,97632000,97632000,107136000,33609600
2013/4/28,98496000,98496000,110592000,21600000
2013/4/29,96768000,96768000,106272000,31017600
2013/4/30,94176000,94176000,98496000,30153600
2013/5/1,94176000,94176000,101088000,35424000
2013/5/2,85536000,85536000,98496000,24278400
2013/5/3,82771200,82771200,74304000,24364800
2013/5/4,76032000,76032000,82080000,20822400
2013/5/5,64800000,64800000,69984000,27043200
2013/5/6,56160000,56160000,76032000,35510400
2013/5/7,62208000,62208000,76896000,20908800
2013/5/8,60480000,60480000,69465600,56937600
2013/5/9,61344000,61344000,70416000,47520000
2013/5/10,59184000,59184000,70416000,51926400
2013/5/11,53568000,53568000,71366400,29721600
2013/5/12,54432000,54432000,72403200,20044800
2013/5/13,53568000,53568000,78624000,33523200
2013/5/14,55296000,55296000,83116800,24624000
2013/5/15,62208000,62208000,82080000,18230400
2013/5/16,62208000,62208000,78192000,21686400
2013/5/17,56592000,56592000,74131200,16848000
2013/5/18,63072000,63072000,76377600,15638400
2013/5/19,54432000,54432000,74131200,14860800
2013/5/20,55296000,55296000,74131200,14601600
2013/5/21,46224000,46224000,69984000,12960000
2013/5/22,61776000,61776000,73872000,13737600
2013/5/23,64800000,64800000,64800000,13651200
2013/5/24,59616000,59616000,60912000,15811200
2013/5/25,54432000,54432000,57024000,13996800
2013/5/26,54864000,54864000,58492800,29289600
2013/5/27,56592000,56592000,65836800,20563200
2013/5/28,65232000,65232000,64627200,22982400
2013/5/29,59184000,59184000,54432000,24278400
2013/5/30,56592000,56592000,60393600,28598400
2013/5/31,55728000,55728000,57628800,37238400
2013/6/1,56592000,56592000,66700800,17280000
2013/6/2,56592000,56592000,64800000,15379200
2013/6/3,56160000,56160000,92448000,12873600
2013/6/4,78624000,78624000,90720000,57110400
2013/6/5,84672000,84672000,90720000,28425600
2013/6/6,73872000,73872000,102816000,45014400
2013/6/7,95040000,95040000,102816000,48556800
2013/6/8,96768000,96768000,115776000,66700800
2013/6/9,112320000,112320000,117504000,88992000
2013/6/10,110592000,110592000,114912000,100224000
2013/6/11,117504000,117504000,117504000,85622400
2013/6/12,117504000,117504000,123552000,81475200
2013/6/13,120960000,120960000,120096000,61257600
2013/6/14,114912000,114912000,116640000,85449600
2013/6/15,110592000,110592000,115776000,78710400
2013/6/16,117504000,117504000,127872000,55900800
2013/6/17,127872000,127872000,127872000,35424000
2013/6/18,128736000,128736000,139104000,48038400
2013/6/19,154656000,154656000,159840000,55382400
2013/6/20,167616000,167616000,160704000,38188800
2013/6/21,186624000,186624000,219456000,59875200
2013/6/22,226368000,226368000,250560000,62294400
2013/6/23,258336000,258336000,340416000,65836800
2013/6/24,324000000,324000000,354240000,74390400
2013/6/25,341280000,341280000,349056000,63936000
2013/6/26,324864000,324864000,343872000,43545600
2013/6/27,348192000,348192000,346464000,51494400
2013/6/28,335232000,335232000,339552000,57801600
2013/6/29,323136000,323136000,341280000,48816000
2013/6/30,313632000,313632000,325728000,51408000
2013/7/1,317952000,317952000,321408000,58320000
2013/7/2,307584000,307584000,311904000,67046400
2013/7/3,300672000,300672000,293760000,131328000
2013/7/4,298944000,298944000,285984000,146016000
2013/7/5,267840000,267840000,216864000,150336000
2013/7/6,243648000,243648000,294624000,87264000
2013/7/7,274752000,274752000,292032000,77500800
2013/7/8,295488000,295488000,307584000,47606400
2013/7/9,238464000,238464000,127008000,70934400
2013/7/10,76032000,76032000,57888000,83894400
2013/7/11,62208000,62208000,59184000,63158400
2013/7/12,66528000,66528000,62208000,64886400
2013/7/13,68256000,68256000,61344000,114048000
2013/7/14,65664000,65664000,65836800,116640000
2013/7/15,68256000,68256000,57024000,74476800
2013/7/16,60480000,60480000,59616000,119232000
2013/7/17,60912000,60912000,68169600,83721600
2013/7/18,90720000,90720000,77068800,78192000
2013/7/19,84672000,84672000,92448000,120096000
2013/7/20,107136000,107136000,149472000,108000000
2013/7/21,184896000,184896000,222048000,119232000
2013/7/22,214272000,214272000,241920000,124416000
2013/7/23,243648000,243648000,276480000,203040000
2013/7/24,283392000,283392000,308448000,139968000
2013/7/25,311040000,311040000,316224000,117504000
2013/7/26,311040000,311040000,314496000,132192000
2013/7/27,335232000,335232000,329184000,144288000
2013/7/28,343872000,343872000,322272000,177984000
2013/7/29,311040000,311040000,303264000,131328000
2013/7/30,289440000,289440000,268704000,117504000
2013/7/31,226368000,226368000,218592000,109728000
2013/8/1,210816000,210816000,228096000,84844800
2013/8/2,228096000,228096000,228960000,77328000
2013/8/3,226368000,226368000,224640000,88992000
2013/8/4,228096000,228096000,228096000,139104000
2013/8/5,226368000,226368000,215136000,108000000
2013/8/6,193536000,193536000,181440000,75945600
2013/8/7,131328000,131328000,168480000,104544000
2013/8/8,131328000,131328000,155520000,139104000
2013/8/9,115776000,115776000,146880000,131328000
2013/8/10,108864000,108864000,140832000,127008000
2013/8/11,108864000,108864000,146016000,111456000
2013/8/12,100224000,100224000,145152000,123552000
2013/8/13,138240000,138240000,140832000,160704000
2013/8/14,133920000,133920000,145152000,84067200
2013/8/15,142560000,142560000,146880000,120096000
2013/8/16,119232000,119232000,107136000,111456000
2013/8/17,93312000,93312000,86227200,109728000
2013/8/18,86400000,86400000,70848000,103680000
2013/8/19,78624000,78624000,63072000,107136000
2013/8/20,70848000,70848000,63936000,127872000
2013/8/21,69984000,69984000,61344000,114048000
2013/8/22,66960000,66960000,53568000,119232000
2013/8/23,58752000,58752000,45964800,95040000
2013/8/24,57024000,57024000,42508800,100224000
2013/8/25,56160000,56160000,56160000,120960000
2013/8/26,68256000,68256000,61344000,114048000
2013/8/27,70848000,70848000,64800000,80352000
2013/8/28,74304000,74304000,59616000,112320000
2013/8/29,68256000,68256000,59616000,114048000
2013/8/30,68256000,68256000,61344000,104544000
2013/8/31,67392000,67392000,48816000,91584000
2013/9/1,45360000,45360000,51840000,82252800
2013/9/2,47088000,47088000,42076800,108864000
2013/9/3,45360000,45360000,42076800,111456000
2013/9/4,45360000,45360000,42076800,142560000
2013/9/5,46224000,46224000,41040000,96768000
2013/9/6,47952000,47952000,43632000,114912000
2013/9/7,47520000,47520000,43632000,104544000
2013/9/8,47088000,47088000,42508800,96768000
2013/9/9,47088000,47088000,41904000,151200000
2013/9/10,47520000,47520000,42940800,120960000
2013/9/11,46483200,46483200,43200000,164160000
2013/9/12,47520000,47520000,41299200,113184000
2013/9/13,47520000,47520000,43632000,124416000
2013/9/14,50112000,50112000,44841600,129600000
2013/9/15,50544000,50544000,40521600,139968000
2013/9/16,50544000,50544000,44841600,137376000
2013/9/17,52704000,52704000,44064000,140832000
2013/9/18,52704000,52704000,43200000,104544000
2013/9/19,46656000,46656000,41299200,155520000
2013/9/20,47520000,47520000,43200000,120096000
2013/9/21,47952000,47952000,43200000,141696000
2013/9/22,47952000,47952000,42249600,148608000
2013/9/23,47520000,47520000,47692800,139968000
2013/9/24,46656000,46656000,46569600,162432000
2013/9/25,46656000,46656000,44323200,109728000
2013/9/26,46656000,46656000,44323200,106272000
2013/9/27,45792000,45792000,44064000,103680000
2013/9/28,47088000,47088000,45792000,46310400
2013/9/29,46656000,46656000,45792000,77673600
2013/9/30,44928000,44928000,43372800,47779200
2013/10/1,44928000,44928000,42768000,52531200
2013/10/2,44496000,44496000,42768000,74217600
2013/10/3,44928000,44928000,41731200,62121600
2013/10/4,45792000,45792000,42768000,46569600
2013/10/5,46656000,46656000,48816000,33091200
2013/10/6,54432000,54432000,47088000,33782400
2013/10/7,57024000,57024000,47088000,48211200
2013/10/8,55728000,55728000,46224000,52876800
2013/10/9,55728000,55728000,51840000,53481600
2013/10/10,56160000,56160000,60480000,113184000
2013/10/11,60739200,60739200,61344000,73958400
2013/10/12,62812800,62812800,71712000,58924800
2013/10/13,67824000,67824000,67824000,74563200
2013/10/14,67824000,67824000,70156800,66700800
2013/10/15,67824000,67824000,73699200,83116800
2013/10/16,71280000,71280000,76032000,81216000
2013/10/17,72144000,72144000,87264000,46915200
2013/10/18,91584000,91584000,85536000,67824000
2013/10/19,88128000,88128000,89856000,76464000
2013/10/20,88128000,88128000,87264000,58924800
2013/10/21,85536000,85536000,84672000,67392000
2013/10/22,85536000,85536000,88992000,44755200
2013/10/23,81216000,81216000,73440000,22550400
2013/10/24,76032000,76032000,59184000,27648000
2013/10/25,65664000,65664000,68688000,40780800
2013/10/26,63936000,63936000,60307200,49334400
2013/10/27,66528000,66528000,59356800,27388800
2013/10/28,65664000,65664000,61948800,24278400
2013/10/29,63072000,63072000,57024000,64886400
2013/10/30,63072000,63072000,57888000,44755200
2013/10/31,64800000,64800000,60998400,65491200
2013/11/1,64800000,64800000,46656000,74736000
2013/11/2,54864000,54864000,49593600,60739200
2013/11/3,49680000,49680000,45792000,45792000
2013/11/4,47520000,47520000,42768000,57110400
2013/11/5,46656000,46656000,42768000,36892800
2013/11/6,46656000,46656000,46656000,25833600
2013/11/7,47952000,47952000,47952000,26006400
2013/11/8,47520000,47520000,45964800,24969600
2013/11/9,44496000,44496000,44755200,23241600
2013/11/10,44496000,44496000,47347200,22636800
2013/11/11,46656000,46656000,45964800,19526400
2013/11/12,47520000,47520000,48124800,19785600
2013/11/13,49680000,49680000,48124800,19267200
2013/11/14,49680000,49680000,42854400,19267200
2013/11/15,47952000,47952000,40608000,18921600
2013/11/16,43200000,43200000,43632000,28166400
2013/11/17,42336000,42336000,46828800,27475200
2013/11/18,42336000,42336000,41299200,17539200
2013/11/19,43200000,43200000,39744000,17280000
2013/11/20,42336000,42336000,41904000,16329600
2013/11/21,41212800,41212800,39744000,19872000
2013/11/22,39657600,39657600,39312000,20131200
2013/11/23,39657600,39657600,39052800,20217600
2013/11/24,40176000,40176000,39052800,55641600
2013/11/25,40176000,40176000,39312000,56505600
2013/11/26,39225600,39225600,38448000,51321600
2013/11/27,37411200,37411200,39744000,53740800
2013/11/28,35856000,35856000,37152000,43804800
2013/11/29,35856000,35856000,36288000,53827200
2013/11/30,35856000,35856000,37497600,29808000
2013/12/1,34992000,34992000,38102400,44150400
2013/12/2,34560000,34560000,38102400,88128000
2013/12/3,34560000,34560000,41212800,55728000
2013/12/4,34128000,34128000,42336000,106272000
2013/12/5,34128000,34128000,43372800,79747200
2013/12/6,42336000,42336000,43027200,68342400
2013/12/7,43200000,43200000,43372800,49420800
2013/12/8,43200000,43200000,42336000,40521600
2013/12/9,42768000,42768000,42768000,40348800
2013/12/10,41904000,41904000,41904000,76291200
2013/12/11,42768000,42768000,40435200,60912000
2013/12/12,44928000,44928000,40608000,50371200
2013/12/13,42768000,42768000,41817600,61430400
2013/12/14,44928000,44928000,41644800,52185600
2013/12/15,44064000,44064000,41299200,55987200
2013/12/16,42768000,42768000,41299200,70761600
2013/12/17,44064000,44064000,41299200,53395200
2013/12/18,44928000,44928000,41299200,61516800
2013/12/19,45360000,45360000,42681600,41126400
2013/12/20,46224000,46224000,41904000,58665600
2013/12/21,40608000,40608000,41904000,43632000
2013/12/22,41040000,41040000,40089600,41212800
2013/12/23,41472000,41472000,38016000,34732800
2013/12/24,41040000,41040000,38448000,23241600
2013/12/25,41817600,41817600,38448000,28944000
2013/12/26,40608000,40608000,38448000,56073600
2013/12/27,41040000,41040000,37152000,34128000
2013/12/28,40176000,40176000,39744000,29980800
2013/12/29,40608000,40608000,39744000,28512000
2013/12/30,40608000,40608000,38880000,22636800
2013/12/31,40608000,40608000,38880000,32745600
2014/1/1,38448000,38448000,38707200,26352000
2014/1/2,37152000,37152000,38880000,13392000
2014/1/3,38016000,38016000,37584000,12528000
2014/1/4,35424000,35424000,35856000,14515200
2014/1/5,34992000,34992000,35596800,19526400
2014/1/6,34128000,34128000,37065600,38880000
2014/1/7,34992000,34992000,36806400,51062400
2014/1/8,34128000,34128000,37670400,47692800
2014/1/9,35856000,35856000,34560000,42422400
2014/1/10,34128000,34128000,34473600,59529600
2014/1/11,30412800,30412800,34732800,55382400
2014/1/12,30412800,30412800,34905600,44323200
2014/1/13,29635200,29635200,34128000,38102400
2014/1/14,29635200,29635200,31968000,41385600
2014/1/15,29289600,29289600,30240000,36374400
2014/1/16,29289600,29289600,29376000,29635200
2014/1/17,29289600,29289600,28512000,21600000
2014/1/18,29289600,29289600,28080000,24710400
2014/1/19,27561600,27561600,28512000,46483200
2014/1/20,26265600,26265600,18748800,32140800
2014/1/21,24192000,24192000,17280000,39744000
2014/1/22,21427200,21427200,19008000,25660800
2014/1/23,21427200,21427200,19008000,22982400
2014/1/24,20736000,20736000,19008000,22032000
2014/1/25,20390400,20390400,19008000,23328000
2014/1/26,19699200,19699200,21600000,45532800
2014/1/27,20304000,20304000,22032000,47520000
2014/1/28,20304000,20304000,21600000,43113600
2014/1/29,20304000,20304000,25488000,38793600
2014/1/30,22118400,22118400,27388800,51062400
2014/1/31,24278400,24278400,25920000,42249600
2014/2/1,25228800,25228800,27129600,40521600
2014/2/2,25228800,25228800,27648000,30931200
2014/2/3,24624000,24624000,26524800,36374400
2014/2/4,24624000,24624000,28080000,30326400
2014/2/5,25920000,25920000,26784000,39052800
2014/2/6,28080000,28080000,28339200,48384000
2014/2/7,27388800,27388800,28771200,41472000
2014/2/8,28512000,28512000,28771200,73612800
2014/2/9,26956800,26956800,27907200,68169600
2014/2/10,28512000,28512000,27388800,73526400
2014/2/11,26611200,26611200,33523200,72403200
2014/2/12,32659200,32659200,34128000,67564800
2014/2/13,35942400,35942400,33609600,57196800
2014/2/14,36028800,36028800,33609600,58579200
2014/2/15,35251200,35251200,33004800,63936000
2014/2/16,35769600,35769600,35856000,60480000
2014/2/17,36288000,36288000,43200000,40953600
2014/2/18,44064000,44064000,44928000,33868800
2014/2/19,45360000,45360000,46656000,73440000
2014/2/20,45360000,45360000,47520000,95904000
2014/2/21,45792000,45792000,46224000,80352000
2014/2/22,41472000,41472000,47088000,60048000
2014/2/23,45792000,45792000,63504000,72144000
2014/2/24,55296000,55296000,62035200,47088000
2014/2/25,53568000,53568000,63504000,90720000
2014/2/26,49680000,49680000,65664000,93312000
2014/2/27,51840000,51840000,69984000,90720000
2014/2/28,64800000,64800000,66096000,102816000
2014/3/1,64800000,64800000,73008000,76118400
2014/3/2,63504000,63504000,77760000,66009600
2014/3/3,71280000,71280000,97632000,66009600
2014/3/4,95040000,95040000,95040000,83635200
2014/3/5,92448000,92448000,95904000,63504000
2014/3/6,94176000,94176000,94176000,53049600
2014/3/7,96768000,96768000,92448000,68169600
2014/3/8,96768000,96768000,101952000,76550400
2014/3/9,112320000,112320000,112320000,45878400
2014/3/10,127872000,127872000,133056000,58838400
2014/3/11,123552000,123552000,108000000,68428800
2014/3/12,110592000,110592000,112320000,63158400
2014/3/13,120960000,120960000,115776000,66009600
2014/3/14,122688000,122688000,120960000,52272000
2014/3/15,120960000,120960000,119232000,47952000
2014/3/16,121824000,121824000,115776000,65577600
2014/3/17,116640000,116640000,124416000,28166400
2014/3/18,117504000,117504000,127008000,27820800
2014/3/19,120096000,120096000,124416000,16588800
2014/3/20,119232000,119232000,135648000,45100800
2014/3/21,112320000,112320000,115776000,28857600
2014/3/22,108000000,108000000,120960000,88992000
2014/3/23,114912000,114912000,117504000,133920000
2014/3/24,111456000,111456000,117504000,134784000
2014/3/25,113184000,113184000,109728000,109728000
2014/3/26,111456000,111456000,103680000,93312000
2014/3/27,109728000,109728000,106272000,52704000
2014/3/28,111456000,111456000,115776000,48297600
2014/3/29,110592000,110592000,100224000,32400000
2014/3/30,105408000,105408000,102816000,24624000
2014/3/31,104544000,104544000,100224000,28252800
2014/4/1,104544000,104544000,100224000,25833600
2014/4/2,104544000,104544000,95904000,23673600
2014/4/3,97632000,97632000,98496000,23760000
2014/4/4,93312000,93312000,88128000,39052800
2014/4/5,86400000,86400000,82512000,36115200
2014/4/6,87264000,87264000,86400000,27734400
2014/4/7,86400000,86400000,93312000,64627200
2014/4/8,86400000,86400000,83808000,39398400
2014/4/9,87264000,87264000,85536000,27561600
2014/4/10,86400000,86400000,89856000,59097600
2014/4/11,86400000,86400000,88992000,56678400
2014/4/12,89856000,89856000,88992000,39139200
2014/4/13,83808000,83808000,77760000,50976000
2014/4/14,81820800,81820800,77760000,65750400
2014/4/15,79920000,79920000,77760000,59356800
2014/4/16,79920000,79920000,79488000,32832000
2014/4/17,79920000,79920000,78451200,38448000
2014/4/18,75168000,75168000,57888000,43286400
2014/4/19,66960000,66960000,88992000,42249600
2014/4/20,76032000,76032000,76896000,30326400
2014/4/21,81216000,81216000,93312000,31968000
2014/4/22,88992000,88992000,76032000,29203200
2014/4/23,81216000,81216000,74736000,42076800
2014/4/24,82080000,82080000,67392000,30326400
2014/4/25,77587200,77587200,73440000,25142400
2014/4/26,79228800,79228800,73440000,40867200
2014/4/27,78451200,78451200,74736000,29462400
2014/4/28,77587200,77587200,83808000,24883200
2014/4/29,77587200,77587200,82944000,20649600
2014/4/30,79056000,79056000,79920000,23328000
2014/5/1,76896000,76896000,88992000,20304000
2014/5/2,81648000,81648000,76896000,28080000
2014/5/3,75168000,75168000,84240000,52272000
2014/5/4,78192000,78192000,78624000,29462400
2014/5/5,75168000,75168000,75168000,42076800
2014/5/6,76032000,76032000,71193600,27043200
2014/5/7,70416000,70416000,76896000,17107200
2014/5/8,74304000,74304000,76896000,15552000
2014/5/9,73440000,73440000,79488000,52531200
2014/5/10,74304000,74304000,81216000,39657600
2014/5/11,76032000,76032000,83808000,33609600
2014/5/12,79056000,79056000,82944000,44668800
2014/5/13,76896000,76896000,82944000,28425600
2014/5/14,77760000,77760000,65232000,19440000
2014/5/15,69120000,69120000,59184000,18316800
2014/5/16,62208000,62208000,61862400,26352000
2014/5/17,63072000,63072000,54864000,16761600
2014/5/18,54864000,54864000,57888000,15552000
2014/5/19,47952000,47952000,55296000,17020800
2014/5/20,46224000,46224000,61344000,15984000
2014/5/21,54432000,54432000,62121600,36201600
2014/5/22,56851200,56851200,62121600,37843200
2014/5/23,57888000,57888000,60480000,25142400
2014/5/24,52704000,52704000,63072000,67046400
2014/5/25,54000000,54000000,62726400,54000000
2014/5/26,57024000,57024000,59097600,58060800
2014/5/27,54864000,54864000,60652800,33350400
2014/5/28,56592000,56592000,63936000,25920000
2014/5/29,62208000,62208000,62899200,29462400
2014/5/30,60480000,60480000,60998400,18662400
2014/5/31,56592000,56592000,61516800,13824000
2014/6/1,60048000,60048000,59788800,13824000
2014/6/2,57024000,57024000,62726400,63936000
2014/6/3,57888000,57888000,64800000,62985600
2014/6/4,60480000,60480000,63936000,31622400
2014/6/5,57888000,57888000,61603200,19699200
2014/6/6,57456000,57456000,61344000,43804800
2014/6/7,55296000,55296000,60912000,40608000
2014/6/8,55296000,55296000,61603200,22204800
2014/6/9,54432000,54432000,61603200,34819200
2014/6/10,54432000,54432000,61084800,36201600
2014/6/11,53136000,53136000,61344000,57024000
2014/6/12,54432000,54432000,60048000,27734400
2014/6/13,50112000,50112000,95040000,17884800
2014/6/14,64368000,64368000,79056000,50976000
2014/6/15,73440000,73440000,76032000,26092800
2014/6/16,68256000,68256000,78624000,50976000
2014/6/17,69120000,69120000,76896000,53136000
2014/6/18,69120000,69120000,76032000,46915200
2014/6/19,66528000,66528000,73008000,69638400
2014/6/20,63936000,63936000,80352000,49852800
